RU;Band Size;Band Number;Code;Specie Name;Foraging strategy;Specie Code;Age;Age How1;Age How2;Sex;Sex How1;Sex How2;BP;CP;Fat;Body Molt;FF Molt;Wear;Ecto;Wing Chord;Weight;Total Tail;Longest Tail;Shortest tail (R1);Bill corrugated;Throat feathers;Exposed culmen;Width of R5;Date;Location;Session;Month;Year;Time;Net;Bander;Total culmen;Width culmen;Depth culmen;Tarsus;Leg aperture;Hallux;SL;R1;Tarsus Ring Size (Hummingbirds)
1971;X;A50269;N;COELIGENA IRIS;Trapliner;COIR;A;P;9;F;P;9;0;0;0;1;0;2;0;74;NA;44;44;NA;10;NA;29.25;NA;17-abr-10;MAIN;FIRST;;2010;8:20;10;IC;NA;NA;NA;NA;NA;NA;NA;NA;NA
1972;X;A50270;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;1;0;1;0;68;5.55;51;51;NA;0;NA;19.41;NA;17-abr-10;MAIN;FIRST;;2010;8:20;1;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1973;X;A50271;N;LAFRESNAYA LAFRESNAYI;Trapliner;LALA;U;9;9;F;P;9;0;0;0;0;0;1;0;56;4.85;37;37;NA;30;NA;24.77;NA;17-abr-10;MAIN;FIRST;;2010;9:20;14;IC;NA;NA;NA;NA;NA;NA;NA;NA;NA
1974;X;A50272;N;COELIGENA IRIS;Trapliner;COIR;Y;P;I;U;9;9;0;0;0;2;0;1;0;78;6.45;52;52;NA;90;NA;27.85;NA;17-abr-10;MAIN;FIRST;;2010;9:50;16;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1975;X;A50273;N;COELIGENA IRIS;Trapliner;COIR;Y;I;9;F;P;9;0;0;0;1;0;1;0;75;6.6;49;49;NA;90;NA;27.55;NA;17-abr-10;MAIN;FIRST;;2010;9:50;6;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1976;X;A50274;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;F;P;9;0;0;0;1;0;1;0;52;3.7;34;34;NA;80;NA;12.2;NA;17-abr-10;MAIN;FIRST;;2010;11:20;8;IC;NA;NA;NA;NA;NA;NA;NA;NA;NA
1977;X;A50275;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;0;0;0;1;0;1;0;66;5.8;51;51;NA;40;NA;19.89;NA;18-abr-10;MAIN;FIRST;;2010;7:20;18;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1978;X;A50276;N;COELIGENA IRIS;Trapliner;COIR;Y;P;I;U;9;9;0;0;0;1;0;1;0;77;6.65;50;50;NA;90;NA;21.86;NA;18-abr-10;MAIN;FIRST;;2010;7:50;9;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1979;X;A50277;N;COELIGENA IRIS;Trapliner;COIR;Y;P;I;U;9;9;0;0;0;2;0;0;0;75;6.25;49;49;NA;90;NA;27.81;NA;18-abr-10;MAIN;FIRST;;2010;8:20;4;IC;NA;NA;NA;NA;NA;NA;NA;NA;NA
1980;X;A50278;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;0;0;0;1;A;1;0;67;6.05;54;54;NA;0;NA;20.92;NA;18-abr-10;MAIN;FIRST;;2010;8:20;6;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1981;X;A50255;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;I;U;9;9;0;0;0;0;0;1;0;58;3.75;39;39;NA;80;NA;12.01;NA;18-abr-10;MAIN;FIRST;;2010;9:50;9;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1982;X;A50279;N;COELIGENA IRIS;Trapliner;COIR;Y;P;I;F;P;9;0;0;0;0;0;1;0;74;6.55;49;49;NA;90;NA;30.04;NA;18-abr-10;MAIN;FIRST;;2010;11:20;11;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1983;X;A50262;N;COELIGENA IRIS;Trapliner;COIR;Y;P;I;U;9;9;0;0;0;1;0;1;M;83;7.2;58;58;NA;90;NA;28.03;NA;15-abr-10;MASE;FIRST;;2010;6:20;8;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1984;X;A50251;N;COELIGENA IRIS;Trapliner;COIR;Y;P;I;U;9;9;0;0;0;0;A;1;0;77;6.6;NA;NA;NA;NA;NA;NA;NA;15-abr-10;MASE;FIRST;;2010;6:50;18;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1985;X;A50252;N;LAFRESNAYA LAFRESNAYI;Territorial;LALA;Y;I;P;M;P;9;0;0;0;0;A;1;0;60;5;NA;NA;NA;80;NA;23.49;NA;15-abr-10;MASE;FIRST;;2010;14:20;9;IC;NA;NA;NA;NA;NA;NA;NA;NA;NA
1986;X;A52313;N;COELIGENA IRIS;Trapliner;COIR;Y;I;P;U;9;9;0;0;0;0;0;1;0;76;7.15;NA;NA;NA;60;NA;28.97;NA;15-abr-10;MASE;FIRST;;2010;15:50;16;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1987;X;A50263;N;LAFRESNAYA LAFRESNAYI;Territorial;LALA;A;P;9;M;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;15-abr-10;MASE;FIRST;;2010;16:20;1;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1988;X;A50254;N;LAFRESNAYA LAFRESNAYI;Territorial;LALA;A;P;9;M;P;9;0;0;0;1;0;2;0;62;5.9;37;37;NA;0;NA;24.72;NA;15-abr-10;MASE;FIRST;;2010;16:50;18;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1989;X;A50264;N;COELIGENA IRIS;Trapliner;COIR;A;P;9;M;P;9;0;0;0;1;0;1;0;81;6.9;57;57;NA;10;NA;26.1;NA;16-abr-10;MASE;FIRST;;2010;8:20;16;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1990;X;A50253;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;1;0;1;0;56;3.9;40;40;NA;0;FULL;12.43;NA;16-abr-10;MASE;FIRST;;2010;10:20;7;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1991;X;A50265;N;COELIGENA IRIS;Trapliner;COIR;A;P;9;F;P;9;0;0;0;0;0;1;0;76;6.95;55;55;NA;10;NA;29.7;NA;16-abr-10;MASE;FIRST;;2010;10:20;18;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2008;RE;A50208;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;0;2;0;51;NA;30;30;NA;0;NA;12.28;NA;17-ago-10;LLAV;Second;August;2010;7:30;3;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2009;RE;A50261;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;F;4;0;69;6.35;NA;NA;NA;0;NA;19.27;NA;17-ago-10;LLAV;Second;August;2010;7:30;2;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;RE;A52462;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;0;0;0;1;0;2;M;68;5.85;28;28;NA;0;NA;20.12;NA;17-ago-10;LLAV;Second;August;2010;8:00;16;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;RE;A50248;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;0;0;0;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;9:30;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2012;RE;A50223;R;METALLURA TYRIANTHINA;Territorial;METY;U;9;9;F;P;9;0;0;0;9;9;9;9;52;NA;NA;NA;NA;NA;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;9:30;13;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2013;RE;A50145;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;9;69;6;28;28;NA;0;NA;19.22;NA;17-ago-10;LLAV;Second;August;2010;10:00;18;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015;RE;A50145;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;0;0;2;0;71;6.25;27;27;NA;0;NA;18.44;NA;17-ago-10;LLAV;Second;August;2010;12:00;16;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2016;RE;A50248;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;1;0;1;0;64;NA;50;50;NA;0;NA;20.25;NA;17-ago-10;LLAV;Second;August;2010;13:30;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;RE;A52427;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;1;0;0;3;0;52;NA;31;31;NA;0;35;12.07;NA;17-ago-10;LLAV;Second;August;2010;15:00;2;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2032;X;A50280;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;0;0;0;1;0;1;0;70;NA;59;59;NA;20;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;6:30;11;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2033;X;A50281;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;0;0;0;0;0;1;0;67;6.9;52;52;NA;0;NA;19.93;NA;17-ago-10;LLAV;Second;August;2010;6:30;11;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2034;X;A50282;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;9;9;9;9;67;NA;NA;NA;NA;90;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;7:00;11;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2035;X;A50283;N;COELIGENA IRIS;Trapliner;COIR;A;P;I;M;P;I;0;0;0;0;0;2;0;79;NA;40;40;NA;0;NA;26.86;NA;17-ago-10;LLAV;Second;August;2010;7:00;2;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2036;X;A50256;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;9;U;9;9;0;0;0;9;9;9;9;48;NA;NA;NA;NA;90;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;7:00;2;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2037;X;A50284;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;9;9;9;9;NA;NA;NA;NA;NA;80;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;7:00;15;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2038;X;A50285;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;0;0;9;9;9;9;9;67;NA;NA;NA;NA;90;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;7:00;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2039;X;A50287;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;0;0;0;9;9;9;9;NA;NA;NA;NA;NA;0;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;7:00;14;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2040;X;A50258;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;I;M;P;9;0;0;0;9;9;9;9;55;NA;NA;NA;NA;90;18;NA;NA;17-ago-10;LLAV;Second;August;2010;7:30;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2041;X;A50259;N;METALLURA BARONI;Territorial;MEBA;U;9;9;F;P;9;0;0;0;0;0;1;0;58;NA;37;37;NA;0;NA;12.99;NA;17-ago-10;LLAV;Second;August;2010;7:30;3;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2042;X;A50289;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;F;0;M;64;5.7;28;28;NA;5;NA;14.83;NA;17-ago-10;LLAV;Second;August;2010;7:30;7;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2043;X;A52314;N;COELIGENA IRIS;Trapliner;COIR;A;P;9;M;P;9;0;0;0;0;0;1;9;76;NA;NA;NA;NA;NA;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;8:30;9;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2044;X;A52315;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;1;0;1;9;68;NA;29;29;NA;0;NA;20.66;NA;17-ago-10;LLAV;Second;August;2010;8:30;9;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2045;X;A50260;N;METALLURA TYRIANTHINA;Territorial;METY;U;9;9;M;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;8:30;10;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2046;X;A52316;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;8:30;10;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2047;X;A52317;N;METALLURA BARONI;Territorial;MEBA;Y;P;I;U;9;9;0;0;0;9;9;9;9;NA;4.2;NA;NA;NA;NA;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;8:30;17;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2048;X;A52318;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;0;0;2;M;65;NA;29;29;NA;50;NA;21.1;NA;17-ago-10;LLAV;Second;August;2010;8:30;8;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2049;X;A50321;N;LESBIA VICTORIAE;Trapliner;LEVI;A;P;I;F;P;X;0;0;0;0;0;2;0;58;NA;86;86;NA;0;NA;14.83;NA;17-ago-10;LLAV;Second;August;2010;8:30;15;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2050;X;A52319;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;1;0;1;0;64;NA;30;30;NA;80;NA;19.66;NA;17-ago-10;LLAV;Second;August;2010;9:00;16;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2051;X;A52320;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;0;0;0;0;0;1;0;68;NA;56;56;NA;0;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;8:30;8;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2052;X;A52321;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;0;0;0;1;0;1;0;65;6.15;56;56;NA;0;NA;20.66;NA;17-ago-10;LLAV;Second;August;2010;9:00;17;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2053;X;A52322;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;0;0;1;0;52;NA;37;37;NA;0;10;10.82;NA;17-ago-10;LLAV;Second;August;2010;9:00;16;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2054;X;A50322;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;9;9;9;9;9;NA;NA;NA;NA;NA;0;FULL;NA;NA;17-ago-10;LLAV;Second;August;2010;9:00;11;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2055;X;A50323;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;50;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;9:30;1;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2056;X;A50324;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;90;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;9:30;2;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2057;X;A50325;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;U;9;9;9;9;9;9;9;9;9;54;NA;NA;NA;NA;NA;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;9:30;8;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2058;X;A50326;N;METALLURA TYRIANTHINA;Territorial;METY;U;9;9;U;9;9;0;0;0;9;9;9;9;NA;NA;NA;NA;NA;80;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;9:30;8;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2059;X;A50327;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;U;9;9;0;0;0;9;9;9;9;NA;NA;NA;NA;NA;90;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;9:30;2;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2060;X;A50328;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;I;U;9;9;0;0;0;9;9;9;9;NA;NA;NA;NA;NA;90;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;9:30;14;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2061;X;A50329;N;METALLURA BARONI;Territorial;MEBA;Y;P;I;U;9;9;0;0;9;9;9;9;9;NA;NA;NA;NA;NA;80;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;9:30;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2062;X;A50330;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;I;M;P;9;0;0;0;0;0;9;9;NA;NA;NA;NA;NA;80;8;NA;NA;17-ago-10;LLAV;Second;August;2010;9:30;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2063;X;A50331;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;U;9;9;0;0;0;9;9;9;9;NA;NA;NA;NA;NA;90;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;9:30;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2064;X;A50332;N;METALLURA BARONI;Territorial;MEBA;A;I;P;M;P;9;0;0;0;0;0;1;0;56;NA;NA;NA;NA;0;FULL;13.09;NA;17-ago-10;LLAV;Second;August;2010;9:30;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2065;X;A50333;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;I;U;9;9;0;0;0;9;9;9;9;NA;NA;NA;NA;NA;90;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;9:30;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2066;X;A50334;N;METALLURA BARONI;Territorial;MEBA;Y;I;9;F;P;9;0;0;0;0;0;0;0;56;NA;NA;NA;NA;80;NA;12.15;NA;17-ago-10;LLAV;Second;August;2010;9:30;13;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2067;X;A50335;N;METALLURA BARONI;Territorial;MEBA;A;P;9;F;P;9;0;0;0;1;0;1;9;58;NA;39;39;NA;10;NA;13.71;NA;17-ago-10;LLAV;Second;August;2010;10:00;13;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
3263;X;A52584;N;METALLURA BARONI;Territorial;MEBA;Y;P;I;F;P;9;0;0;0;0;A;1;0;52;4;36;36;NA;40;NA;12.01;NA;9-ago-12;LLAV;Second;August;2012;8:45;15;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2069;X;A52323;N;COELIGENA IRIS;Trapliner;COIR;Y;P;9;M;P;9;0;0;1;0;9;1;0;81;6.9;42;42;NA;90;NA;27.71;NA;17-ago-10;LLAV;Second;August;2010;10:30;;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2070;X;A50337;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;F;P;9;0;0;0;2;0;1;0;51;3.75;36;36;NA;50;NA;11;NA;17-ago-10;LLAV;Second;August;2010;11:30;14;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2071;X;A52324;N;COELIGENA IRIS;Trapliner;COIR;Y;P;I;U;9;9;0;0;0;2;0;1;0;72;6.75;51;51;NA;90;NA;29.99;NA;17-ago-10;LLAV;Second;August;2010;11:30;8;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2072;X;A50338;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;F;P;9;0;0;1;0;0;1;0;49;NA;30;30;NA;0;NA;12.27;NA;17-ago-10;LLAV;Second;August;2010;14:00;;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2073;X;A50339;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;0;3;0;55;3.8;31;31;NA;0;NA;12.23;NA;17-ago-10;LLAV;Second;August;2010;15:30;20;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2076;X;A50341;N;METALLURA BARONI;Territorial;MEBA;U;9;9;F;P;9;0;0;0;1;0;1;0;57;4.1;39;39;NA;20;0;12.2;NA;18-ago-10;LLAV;Second;August;2010;7:50;5;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2077;X;A50342;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;I;F;P;9;0;0;0;1;0;1;0;58;4;NA;NA;NA;80;NA;12.28;NA;18-ago-10;LLAV;Second;August;2010;8:20;19;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2078;X;A50343;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;0;2;0;59;4.15;33;33;NA;0;NA;11.84;NA;18-ago-10;LLAV;Second;August;2010;8:20;7;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2079;X;A52327;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;0;0;0;0;0;1;0;65;5.5;51;51;NA;0;NA;19.54;NA;18-ago-10;LLAV;Second;August;2010;8:20;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2080;X;A52831;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;3;0;68;6.04;28;28;NA;0;NA;21.03;NA;18-ago-10;LLAV;Second;August;2010;8:20;13;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2081;X;A52832;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;0;69;5.9;58;58;NA;0;NA;19.8;NA;18-ago-10;LLAV;Second;August;2010;8:20;8;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2082;X;A50344;N;METALLURA BARONI;Territorial;MEBA;Y;P;9;F;P;9;0;0;0;0;0;2;0;53;NA;35;35;NA;80;NA;13.34;NA;18-ago-10;LLAV;Second;August;2010;8:50;5;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2083;X;A50345;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;0;0;0;0;0;3;0;66;NA;53;53;NA;0;NA;20.12;NA;18-ago-10;LLAV;Second;August;2010;8:50;13;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2084;X;A52833;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;0;0;0;0;0;1;M;66;5.85;51;51;NA;0;NA;19.31;NA;18-ago-10;LLAV;Second;August;2010;8:50;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2085;X;A50346;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;0;1;0;56;3.75;41;41;NA;0;NA;12.07;NA;18-ago-10;LLAV;Second;August;2010;9:20;13;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2086;X;A50347;N;METALLURA BARONI;Territorial;MEBA;A;P;9;F;P;9;0;0;0;0;0;2;9;59;NA;39;39;NA;0;NA;12.41;NA;18-ago-10;LLAV;Second;August;2010;9:20;17;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2087;X;A50286;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;P;9;U;9;9;0;0;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;7:00;14;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2088;X;A50288;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;P;I;U;9;9;0;0;9;9;9;9;9;70;NA;NA;NA;NA;90;NA;NA;NA;17-ago-10;LLAV;Second;August;2010;7:30;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2089;X;A52830;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;F;P;9;0;0;0;0;0;1;0;50;3.4;38;38;NA;0;NA;12.34;NA;18-ago-10;LLAV;Second;August;2010;9:20;17;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2090;X;A50348;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;I;F;P;9;0;0;0;0;0;1;0;50;3.6;36;36;NA;90;NA;12.2;NA;18-ago-10;LLAV;Second;August;2010;9:20;17;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2091;X;A52834;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;P;I;U;9;9;0;0;0;2;0;3;0;66;5.45;58;58;NA;90;NA;NA;NA;18-ago-10;LLAV;Second;August;2010;9:50;15;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2092;X;A52835;N;ERIOCNEMIS VESTITA;Territorial;ERVE;A;P;I;M;P;9;0;0;0;0;0;1;0;59;5;41;41;NA;0;NA;16.17;NA;18-ago-10;LLAV;Second;August;2010;9:50;15;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2093;X;A50349;N;METALLURA BARONI;Territorial;MEBA;U;9;9;U;9;9;0;0;0;0;0;3;9;55;4.05;35;35;NA;10;NA;13.66;NA;18-ago-10;LLAV;Second;August;2010;9:50;1;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2094;X;A52836;N;HELIANGELUS VIOLA;Territorial;HEVI;A;P;9;M;P;9;0;0;0;1;0;1;L;67;6.1;NA;NA;NA;0;NA;14.13;NA;18-ago-10;LLAV;Second;August;2010;11:20;9;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2095;X;A50350;N;METALLURA BARONI;Territorial;MEBA;Y;P;I;U;9;9;0;0;0;0;0;1;0;56;4.25;59;59;NA;90;NA;12.26;NA;18-ago-10;LLAV;Second;August;2010;11:20;9;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2096;X;A52801;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;0;1;0;55;NA;39;39;NA;10;NA;11.79;NA;18-ago-10;LLAV;Second;August;2010;11:20;18;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2097;X;A52802;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;1;0;0;1;57;3.85;39;39;NA;0;NA;12.16;NA;18-ago-10;LLAV;Second;August;2010;11:20;16;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2098;X;A52803;N;METALLURA BARONI;Territorial;MEBA;A;P;I;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;18-ago-10;LLAV;Second;August;2010;12:50;18;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
2101;RE;A52317;R;METALLURA BARONI;Territorial;MEBA;U;9;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;18-ago-10;LLAV;Second;August;2010;9:20;17;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
