RU;Band Size;Band Number;Code;Specie Name;Foraging strategy;Specie Code;Age;Age How1;Age How2;Sex;Sex How1;Sex How2;BP;CP;Fat;Body Molt;FF Molt;Wear;Ecto;Wing Chord;Weight;Total Tail;Longest Tail;Shortest tail (R1);Bill corrugated;Throat feathers;Exposed culmen;Width of R5;Date;Location;Session;Month;Year;Time;Net;Bander;Total culmen;Width culmen;Depth culmen;Tarsus;Leg aperture;Hallux;SL;R1;Tarsus Ring Size (Hummingbirds)
5212;X;A53146;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;0;1;0;55;3.8;39;39;NA;0;NA;11.4;NA;4-ago-15;LLAV;Second;August;2015;9:45;20;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5213;X;A53189;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;0;70;6.5;59;59;NA;0;NA;18.41;NA;4-ago-15;LLAV;Second;August;2015;10:15;13;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5214;X;A53190;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;0;63;5.4;53;53;NA;NA;NA;19.81;NA;4-ago-15;LLAV;Second;August;2015;10:15;99;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5216;X;A53147;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;0;0;1;0;52;3.5;35;35;NA;0;NA;11.11;NA;4-ago-15;LLAV;Second;August;2015;15:30;10;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5217;X;A53191;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;M;P;9;0;0;0;0;0;1;0;63;6.05;51;51;NA;0;NA;19.76;NA;4-ago-15;LLAV;Second;August;2015;16:00;15;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
5218;X;A53148;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;A;1;0;58;3.4;NA;NA;NA;0;NA;11.8;NA;4-ago-15;LLAV;Second;August;2015;16:30;16;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
2766;X;A52976;N;METALLURA BARONI;Territorial;MEBA;A;P;I;F;P;9;0;0;0;0;0;2;M;55;4.5;38;38;NA;0;NA;12.35;NA;3-ago-11;LLAV;Second;August;2011;14:00;18;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
5236;RE;A53128;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;0;0;1;0;50;3.5;NA;NA;NA;NA;NA;12.65;NA;4-ago-15;LLAV;Second;August;2015;6:45;17;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5237;RE;A53548;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;0;69;6.4;NA;NA;NA;NA;NA;20.05;NA;4-ago-15;LLAV;Second;August;2015;6:45;15;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5238;RE;A53481;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;0;70;6.4;58;58;NA;0;NA;20.58;NA;4-ago-15;LLAV;Second;August;2015;7:15;12;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5239;RE;A53131;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;2;0;1;0;53;3.45;35;35;NA;0;NA;12.26;NA;4-ago-15;LLAV;Second;August;2015;7:15;13;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5240;RE;A53180;C;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;0;69;NA;57;57;NA;0;NA;19.29;NA;4-ago-15;LLAV;Second;August;2015;7:15;11;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5245;RE;A52786;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;1;0;1;0;65;6.1;51;51;NA;10;NA;20.11;NA;4-ago-15;LLAV;Second;August;2015;8:15;12;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5246;RE;A53003;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;1;0;1;0;65;NA;56;56;NA;0;NA;20.21;NA;4-ago-15;LLAV;Second;August;2015;8:15;11;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5248;RE;A52571;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;0;1;0;58;3.8;40;40;NA;0;NA;12.54;NA;4-ago-15;LLAV;Second;August;2015;8:45;15;JA;17.43;3.18;1.63;6.06;NA;4.34;23;NA;
5249;RE;A53528;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;2;0;1;0;50;3.5;33;33;NA;0;NA;11.46;NA;4-ago-15;LLAV;Second;August;2015;9:15;16;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5250;RE;A53124;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;0;1;0;54;3.95;39;39;NA;0;NA;11.1;NA;4-ago-15;LLAV;Second;August;2015;9:15;13;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5251;RE;A53532;R;METALLURA BARONI;Territorial;MEBA;A;P;9;F;P;9;0;0;0;2;F;1;0;NA;4.2;37;37;NA;0;NA;13.69;NA;4-ago-15;LLAV;Second;August;2015;9:15;17;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5252;RE;A53539;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;0;1;0;57;4.15;40;40;NA;0;NA;10.95;NA;4-ago-15;LLAV;Second;August;2015;9:45;15;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
5278;X;A53157;N;METALLURA BARONI;Territorial;MEBA;A;P;9;F;P;9;0;0;0;1;0;1;0;55;4.5;39;39;NA;0;NA;12.42;NA;5-ago-15;LLAV;Second;August;2015;9:15;6;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5254;RE;A52386;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;F;1;0;65;6.1;NA;NA;NA;9999;NA;19.05;NA;4-ago-15;LLAV;Second;August;2015;10:15;13;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5257;RE;A53559;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;M;74;5.8;50;50;NA;10;NA;20.05;NA;4-ago-15;LLAV;Second;August;2015;13:00;16;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5265;X;A53192;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;1;0;1;0;69;6.55;57;57;NA;0;NA;20.15;NA;5-ago-15;LLAV;Second;August;2015;6:15;16;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5266;X;A53193;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;0;79;6.15;56;56;NA;0;NA;21.1;NA;5-ago-15;LLAV;Second;August;2015;7:15;12;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
5267;X;A53194;N;COELIGENA IRIS;Trapliner;COIR;A;P;9;M;P;9;0;0;0;1;0;1;0;75;7.05;56;56;NA;0;NA;26.71;NA;5-ago-15;LLAV;Second;August;2015;7:15;2;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5268;X;A53150;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;F;1;0;51;3.5;37;37;NA;0;NA;11.26;NA;5-ago-15;LLAV;Second;August;2015;7:45;10;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
5269;X;A53151;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;F;1;0;NA;3.65;39;39;NA;0;NA;11.07;NA;5-ago-15;LLAV;Second;August;2015;7:45;15;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
5270;X;A53152;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;0;1;0;50;3.5;37;37;NA;0;NA;12.25;NA;5-ago-15;LLAV;Second;August;2015;8:15;17;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5271;X;A53153;N;METALLURA BARONI;Territorial;MEBA;Y;I;9;U;9;9;0;0;0;0;0;1;M;55;4.3;38;38;NA;70;NA;11.03;NA;5-ago-15;LLAV;Second;August;2015;8:15;5;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5272;X;A53154;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;1;0;1;0;48;NA;NA;NA;NA;0;NA;12.29;NA;5-ago-15;LLAV;Second;August;2015;8:45;18;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5273;X;A53195;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;0;66;5.65;53;53;NA;0;NA;20.54;NA;5-ago-15;LLAV;Second;August;2015;8:45;2;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5274;X;A53196;N;COELIGENA IRIS;Trapliner;COIR;Y;P;I;M;P;9;0;0;0;1;0;1;M;79;7.15;57;57;NA;80;NA;24.32;NA;5-ago-15;LLAV;Second;August;2015;8:45;9;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4590;X;A53479;N;METALLURA BARONI;Territorial;MEBA;A;P;9;M;P;9;0;0;0;0;0;1;M;58;4.5;39;39;NA;NA;NA;13.6;NA;13-ago-14;SANA;Second;August;2014;8:15;11;BT;15.3;4.1;2.5;7.6;11.5;4.8;25;NA;
5276;X;A53155;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;0;1;0;54;3.75;39;39;NA;0;NA;11.72;NA;5-ago-15;LLAV;Second;August;2015;8:45;1;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5277;X;A53156;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;0;1;0;53;4;40;40;NA;0;NA;11.61;NA;5-ago-15;LLAV;Second;August;2015;9:15;13;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4828;RE;A53573;R;METALLURA BARONI;Territorial;MEBA;A;P;9;M;P;9;0;0;0;1;0;1;0;56;4.5;31;31;NA;10;NA;12.33;NA;5-nov-14;LLAV;Third;;2014;8:00;13;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5279;X;A53198;N;HELIANGELUS VIOLA;Territorial;HEVI;A;P;9;M;P;9;0;0;0;0;0;1;0;56;5.2;49;49;NA;15;NA;14.63;NA;5-ago-15;LLAV;Second;August;2015;9:15;5;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5280;X;A53158;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;9;M;P;9;0;0;0;1;0;1;M;55;4.05;38;38;NA;0;NA;11.28;NA;5-ago-15;LLAV;Second;August;2015;9:45;16;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5281;X;A53159;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;0;1;0;54;3.75;37;37;NA;0;NA;11.54;NA;5-ago-15;LLAV;Second;August;2015;9:45;10;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5283;RE;A53566;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;B;9;F;B;9;X;0;0;0;0;1;0;66;NA;NA;NA;NA;0;NA;20.24;NA;5-ago-15;LLAV;Second;August;2015;8:45;2;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5285;RE;A53125;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;1;0;1;0;51;3.55;35;NA;NA;0;NA;12.35;NA;5-ago-15;LLAV;Second;August;2015;7:15;9;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
5286;RE;A52607;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;0;70;6.35;57;57;NA;0;NA;19.24;NA;5-ago-15;LLAV;Second;August;2015;8:45;5;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5287;RE;A50384;R;METALLURA BARONI;Territorial;MEBA;A;P;9;M;P;9;0;0;0;0;A;1;0;NA;4.45;NA;NA;NA;NA;NA;13.45;NA;5-ago-15;LLAV;Second;August;2015;10:15;4;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
5288;X;A53670;N;ENSIFERA ENSIFERA;Trapliner;ENEN;Y;I;P;U;9;9;0;0;0;1;0;1;M;78;12;56;56;NA;75;NA;104.75;NA;6-ago-15;SANA;Second;August;2015;6:45;16;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5289;X;A53199;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;M;68;6.15;58;58;NA;0;NA;19.3;NA;6-ago-15;SANA;Second;August;2015;7:15;4;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5290;X;A53200;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;1;0;1;T;64;5.65;51;51;NA;0;NA;19.6;NA;6-ago-15;SANA;Second;August;2015;7:45;10;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5291;X;A53160;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;0;1;M;56;3.9;45;45;NA;0;NA;11.5;NA;6-ago-15;SANA;Second;August;2015;7:45;17;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5292;X;A53161;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;U;9;9;0;0;0;0;0;1;0;53;37;36;36;NA;50;NA;12.5;NA;6-ago-15;SANA;Second;August;2015;7:45;18;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5293;X;A53162;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;2;0;1;M;53;3.6;35;35;NA;0;NA;12.6;NA;6-ago-15;SANA;Second;August;2015;7:45;10;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5294;X;A53163;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;0;1;M;57;3.75;41;41;NA;0;NA;12.7;NA;6-ago-15;SANA;Second;August;2015;8:45;19;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5295;X;A53164;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;9;M;P;9;0;0;0;1;0;2;0;NA;3.65;40;40;NA;0;NA;12.7;NA;6-ago-15;SANA;Second;August;2015;9:15;11;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5296;X;A53201;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;0;NA;6;NA;NA;NA;0;NA;19.9;NA;6-ago-15;SANA;Second;August;2015;9:15;11;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5297;X;A53203;N;COELIGENA IRIS;Trapliner;COIR;Y;I;P;M;P;9;0;0;0;2;0;1;M;79;7.2;57;57;NA;80;NA;25.2;NA;6-ago-15;SANA;Second;August;2015;9:45;15;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5298;X;A53165;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;2;F;1;M;51;3.5;NA;NA;NA;0;NA;12.7;NA;6-ago-15;SANA;Second;August;2015;9:45;17;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5299;X;A53166;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;U;9;9;0;0;0;1;0;1;M;50;3.2;35;35;NA;60;NA;11.4;NA;6-ago-15;SANA;Second;August;2015;10:45;13;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5300;X;A53204;N;COELIGENA IRIS;Trapliner;COIR;A;P;9;M;P;9;0;0;0;1;0;1;M;73;6.65;60;60;NA;0;NA;30.08;NA;6-ago-15;SANA;Second;August;2015;14:15;4;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5325;X;A53205;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;0;62;NA;50;50;NA;0;NA;NA;NA;7-ago-15;SANA;Second;August;2015;7:30;4;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5326;X;A53167;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;0;1;0;57;3.6;42;42;NA;0;NA;11.8;NA;7-ago-15;SANA;Second;August;2015;9:40;15;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5338;X;A53206;N;COELIGENA IRIS;Trapliner;COIR;A;P;9;F;P;9;0;0;0;0;0;1;0;73;6.55;51;51;NA;0;NA;29.18;NA;11-ago-15;MAIN;Second;August;2015;6:50;6;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5339;X;A53207;N;COELIGENA IRIS;Trapliner;COIR;A;P;9;M;P;9;0;0;0;1;F;2;M;NA;7.4;NA;NA;NA;0;NA;26.5;NA;11-ago-15;MAIN;Second;August;2015;7:50;7;AN;34.5;4;2.1;5.4;NA;2.6;NA;NA;
5340;X;A53208;N;COELIGENA IRIS;Trapliner;COIR;A;P;9;F;P;9;0;0;0;0;0;1;M;75;6.5;55;55;NA;0;NA;29.3;NA;11-ago-15;MAIN;Second;August;2015;8:50;6;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5341;X;A53168;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;0;1;0;55;4.35;40;40;NA;0;NA;12.89;NA;11-ago-15;MAIN;Second;August;2015;9:20;6;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5342;X;A53301;N;HELIANGELUS VIOLA;Territorial;HEVI;A;P;9;F;P;9;0;0;0;2;0;1;0;60;5.45;48;48;NA;0;NA;13.7;NA;11-ago-15;MAIN;Second;August;2015;9:50;16;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5343;X;A53251;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;2;A;1;M;50;NA;33;33;NA;10;NA;11.8;NA;11-ago-15;MAIN;Second;August;2015;9:50;14;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5344;X;A53169;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;0;U;9;9;0;0;0;0;0;1;M;67;5.75;56;56;NA;25;NA;19.9;NA;11-ago-15;MAIN;Second;August;2015;10:20;15;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5345;X;A53230;N;COELIGENA IRIS;Trapliner;COIR;Y;I;P;M;P;9;0;0;0;1;0;1;0;80;7.15;58;58;NA;95;NA;26.1;NA;11-ago-15;MAIN;Second;August;2015;10:20;9;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5346;X;NA;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;U;9;9;0;0;0;2;0;1;0;50;3.9;35;35;NA;40;NA;12;NA;11-ago-15;MAIN;Second;August;2015;11:20;15;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5347;X;A53231;N;HELIANGELUS VIOLA;Territorial;HEVI;A;P;9;M;P;9;0;0;0;2;0;1;0;63;5.45;49;49;NA;0;NA;14.3;NA;11-ago-15;MAIN;Second;August;2015;11:50;4;BJ;NA;NA;NA;NA;NA;NA;NA;NA;NA
5348;X;A53691;N;COELIGENA IRIS;Trapliner;COIR;Y;I;P;U;9;9;0;0;0;1;0;1;M;75;7.3;51;51;NA;30;NA;30.3;NA;11-ago-15;MAIN;Second;August;2015;14:20;18;FN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5363;RE;A53511;R;LAFRESNAYA LAFRESNAYI;Trapliner;LALA;A;P;9;F;P;9;0;0;0;1;0;1;0;60;5;42;42;NA;5;NA;NA;NA;11-ago-15;MAIN;Second;August;2015;10:20;0;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5365;X;A53253;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;F;P;9;0;0;0;1;F;1;0;NA;3.45;NA;NA;NA;0;NA;10.9;NA;12-ago-15;MAIN;Second;August;2015;7:20;12;FN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5366;X;A53232;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;M;67;5.8;48;48;NA;0;NA;21.5;NA;12-ago-15;MAIN;Second;August;2015;7:50;17;FN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5367;X;A53255;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;2;0;1;0;58;3.85;44;44;NA;0;NA;11.6;NA;12-ago-15;MAIN;Second;August;2015;8:20;19;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
5368;X;A53256;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;0;1;M;55;3.75;40;40;NA;0;NA;11.3;NA;12-ago-15;MAIN;Second;August;2015;8:20;19;FN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5369;X;A53257;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;0;0;1;M;51;3.45;35;35;NA;0;NA;12.2;NA;12-ago-15;MAIN;Second;August;2015;10:20;4;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5376;X;A53258;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;0;1;0;56;3.9;38;38;NA;0;NA;17;NA;13-ago-15;MASE;Second;August;2015;6:50;17;BJ;NA;NA;NA;NA;NA;NA;NA;NA;NA
5377;X;A53259;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;0;1;0;54;NA;41;41;NA;0;NA;12;NA;13-ago-15;MASE;Second;August;2015;6:50;1;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5378;X;A53262;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;0;0;1;M;50;3.5;36;36;NA;0;NA;12.5;NA;13-ago-15;MASE;Second;August;2015;7:20;20;BJ;NA;NA;NA;NA;NA;NA;NA;NA;NA
5379;X;A53261;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;1;0;1;0;51;3.35;35;35;NA;0;NA;17.5;NA;13-ago-15;MASE;Second;August;2015;7:20;11;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5380;X;A53263;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;0;1;M;56;3.7;45;45;NA;0;NA;11.4;NA;13-ago-15;MASE;Second;August;2015;7:20;22;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5381;X;A53264;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;2;F;1;M;58;3.8;33;33;NA;0;NA;11.8;NA;13-ago-15;MASE;Second;August;2015;10:20;8;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5395;RE;A53233;C;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;0;1;0;54;3.7;NA;NA;NA;NA;NA;NA;NA;13-ago-15;MASE;Second;August;2015;6:50;2;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5398;X;A53234;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;1;0;1;0;66;6.1;52;52;NA;0;NA;21.3;NA;14-ago-15;MASE;Second;August;2015;7:15;18;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
5399;X;A53351;N;COELIGENA IRIS;Trapliner;COIR;A;P;9;F;P;9;0;0;0;1;0;1;0;50;6.6;50;50;NA;0;NA;26.6;NA;14-ago-15;MASE;Second;August;2015;7:15;25;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
5400;X;A53352;N;LAFRESNAYA LAFRESNAYI;Territorial;LALA;Y;P;I;M;P;9;0;0;0;1;0;1;0;60;5.15;38;38;NA;10;NA;25.6;NA;14-ago-15;MASE;Second;August;2015;7:15;18;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
5401;X;A53302;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;9;9;9;0;0;0;2;0;1;M;67;6.25;53;53;NA;0;NA;20.5;NA;14-ago-15;MASE;Second;August;2015;8:45;5;JA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5407;RE;A53502;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;1;0;1;0;50;3.7;33;33;NA;0;NA;12.9;NA;14-ago-15;MASE;Second;August;2015;7:15;2;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
5412;X;A53331;N;HELIANGELUS VIOLA;Territorial;HEVI;Y;P;I;M;P;9;0;0;0;0;0;1;0;61;5.05;51;51;NA;80;NA;14.1;NA;26-nov-15;LLAV;Third;;2015;7:00;5;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5413;X;A53358;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;2;F;1;0;NA;5.85;NA;NA;NA;NA;NA;20.6;NA;26-nov-15;LLAV;Third;;2015;8:00;15;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5414;X;A53273;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;9;M;P;9;0;0;0;1;A;1;0;55;3.65;39;39;NA;0;NA;11.8;NA;26-nov-15;LLAV;Third;;2015;11:30;1;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5427;X;A53359;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;0;0;0;1;0;1;M;68;5.93;59;59;NA;20;NA;13.4;NA;27-nov-15;LLAV;Third;;2015;6:45;10;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5428;X;A53275;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;0;1;M;58;3.78;42;42;NA;0;NA;12;NA;27-nov-15;LLAV;Third;;2015;7:50;1;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5429;X;A53274;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;9;M;P;9;0;0;0;2;F;1;0;56;3.65;NA;NA;NA;0;NA;13.1;NA;27-nov-15;LLAV;Third;;2015;9:20;18;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5430;X;A53332;N;HELIANGELUS VIOLA;Territorial;HEVI;Y;I;P;M;P;9;0;0;0;0;0;1;M;61;5;50;50;NA;80;NA;12.9;NA;27-nov-15;LLAV;Third;;2015;9:20;8;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5438;RE;A50387;R;LAFRESNAYA LAFRESNAYI;Territorial;LALA;A;P;9;M;P;9;0;0;0;0;0;1;0;63;5.45;38;38;NA;0;NA;24.8;NA;27-nov-15;LLAV;Third;;2015;8:50;8;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
5441;RE;A53176;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;1;F;1;0;NA;6.5;NA;NA;NA;0;NA;19.8;NA;26-nov-15;LLAV;Third;;2015;6:00;15;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
